¬ыплаты;—егмент;ƒата оплаты
27773,95;ядерные риски;04.02.2017
76634,75;ядерные риски;24.08.2018
3770,22;ядерные риски;03.03.2022
2093570,11;ядерные риски;26.11.2018
6944942,16;ядерные риски;11.10.2017
679713,28;ядерные риски;13.10.2017
21765868,27;ядерные риски;17.05.2019
3643141,84;ядерные риски;14.05.2019
3565952,5;ядерные риски;04.10.2017
79148,2;ядерные риски;09.01.2018
251348;ядерные риски;16.09.2020
303339,33;ядерные риски;09.07.2022
33152,1;ядерные риски;05.12.2018
17817,18;ядерные риски;02.05.2017
37064,72;ядерные риски;28.04.2022
62837;ядерные риски;24.01.2021
10871,68;ядерные риски;26.10.2022
64219,28;ядерные риски;06.07.2022
13070,1;ядерные риски;07.05.2019
8545,83;ядерные риски;01.09.2019
13572,79;ядерные риски;17.07.2020
118020,45;ядерные риски;21.03.2017
148119,38;ядерные риски;09.03.2022
53567,69;ядерные риски;13.08.2018
335549,58;ядерные риски;03.02.2019
33396,33;ядерные риски;07.03.2019
43389,34;ядерные риски;13.12.2021
41598,09;ядерные риски;22.03.2022
21238,91;ядерные риски;04.05.2018
5595,01;ядерные риски;25.09.2022
4045428,47;ядерные риски;21.02.2017
13568,68;ядерные риски;01.12.2022
102898,63;ядерные риски;14.08.2020
313284,33;ядерные риски;06.05.2018
8689,34;ядерные риски;18.11.2022
575496,9;ядерные риски;13.03.2021
24787,44;ядерные риски;13.02.2020
44379,26;ядерные риски;11.08.2022
92998,76;ядерные риски;18.04.2021
27126,47;ядерные риски;11.08.2017
120883,95;ядерные риски;16.06.2020
33434,52;ядерные риски;22.10.2021
33434,52;ядерные риски;27.07.2022
298221,73;ядерные риски;13.05.2017
62837;ядерные риски;05.03.2022
4522,55;ядерные риски;16.08.2017
23735,27;ядерные риски;28.04.2021
31148,9;ядерные риски;07.09.2020
9172,97;ядерные риски;30.04.2022
206755,23;ядерные риски;16.01.2017
119515,97;ядерные риски;19.12.2022
61279,79;ядерные риски;30.05.2017
17406,98;ядерные риски;09.03.2018
115191,66;ядерные риски;23.04.2017
61052,69;ядерные риски;09.04.2020
1087,19;ядерные риски;14.10.2020
33770,39;ядерные риски;25.08.2022
132066,53;ядерные риски;12.11.2021
16963,97;ядерные риски;15.12.2018
79989,36;ядерные риски;03.01.2017
3267524;ядерные риски;12.08.2020
39205,07;ядерные риски;26.06.2019
345916,19;ядерные риски;31.08.2020
81311,08;ядерные риски;04.03.2017
4359,74;ядерные риски;25.03.2022
2506;ядерные риски;20.12.2020
116480,77;ядерные риски;26.08.2020
63215,61;ядерные риски;08.09.2022
299258,71;ядерные риски;21.03.2019
66062,49;ядерные риски;09.10.2022
9835,89;ядерные риски;21.07.2022
10111,72;ядерные риски;11.01.2019
1434,44;ядерные риски;15.11.2020
942,56;ядерные риски;04.04.2020
942,56;ядерные риски;30.01.2017
63401,92;ядерные риски;27.09.2017
-63401,92;ядерные риски;19.05.2019
63401,92;ядерные риски;09.04.2019
134141,06;ядерные риски;25.07.2017
736606,73;ядерные риски;31.07.2019
2753033,5;ядерные риски;01.05.2021
30367,41;ядерные риски;05.11.2019
135041,95;ядерные риски;01.07.2019
81136,62;ядерные риски;08.07.2020
36440,86;ядерные риски;29.12.2020
25773,78;ядерные риски;07.09.2022
51547,57;ядерные риски;28.01.2019
18963,09;ядерные риски;29.10.2021
160869,22;ядерные риски;20.07.2020
24778,7;ядерные риски;30.01.2022
32389,51;ядерные риски;08.09.2020
8547,48;ядерные риски;05.02.2018
13037,82;ядерные риски;22.08.2017
89043,87;ядерные риски;01.01.2020
91574,17;ядерные риски;25.05.2020
16429,42;ядерные риски;30.01.2021
17588,99;ядерные риски;27.10.2022
1485,27;ядерные риски;29.08.2021
16432,68;ядерные риски;16.04.2022
27106,64;ядерные риски;13.09.2018
70503,11;ядерные риски;13.10.2020
36119,54;ядерные риски;26.03.2021
26682,21;ядерные риски;21.03.2019
66049,44;ядерные риски;17.05.2017
3141,85;ядерные риски;07.05.2017
28370,89;ядерные риски;16.03.2020
122854,43;ядерные риски;10.08.2018
66382,74;ядерные риски;31.10.2021
251348;ядерные риски;14.12.2021
105566,16;ядерные риски;17.08.2022
25780,78;ядерные риски;14.11.2021
25780,76;ядерные риски;27.12.2020
314,54;ядерные риски;16.10.2022
6547,62;ядерные риски;07.04.2018
5278,31;ядерные риски;05.06.2018
25921,7;ядерные риски;05.06.2019
24259,23;ядерные риски;24.09.2022
30121,9;ядерные риски;24.05.2020
7955,16;ядерные риски;01.06.2021
1280,04;ядерные риски;22.02.2018
37702,2;ядерные риски;24.01.2019
4368,6;ядерные риски;01.11.2022
11068,99;ядерные риски;06.10.2019
69879,58;ядерные риски;15.08.2017
18851,1;ядерные риски;03.10.2019
14204,1;ядерные риски;30.07.2022
48761,51;ядерные риски;04.09.2019
25511,82;»мущество;20.06.2020
32675,24;»мущество;14.05.2021
138744,1;»мущество;08.08.2019
47630,45;»мущество;23.01.2018
80601,5;»мущество;19.12.2022
14075,49;»мущество;23.08.2018
29282,04;»мущество;01.05.2021
133465,79;»мущество;03.10.2020
3393,2;»мущество;16.07.2019
12567,4;»мущество;18.10.2017
31795,52;»мущество;16.03.2019
94751,91;»мущество;30.06.2022
61077,56;»мущество;22.08.2020
125674;»мущество;04.10.2017
11649,98;»мущество;15.11.2021
16211,95;»мущество;04.10.2019
628370;»мущество;11.11.2017
421887,62;»мущество;08.11.2021
40379,06;»мущество;31.07.2018
85458,32;»мущество;03.12.2022
42226,46;»мущество;02.10.2018
289427,22;»мущество;24.10.2022
43985,9;»мущество;22.11.2019
26140,19;»мущество;11.01.2018
99031,11;»мущество;25.12.2021
317703,87;»мущество;15.02.2018
14578,18;»мущество;31.07.2017
23940,9;»мущество;01.06.2018
22772,13;»мущество;24.08.2020
34531,19;»мущество;23.05.2021
15206,55;»мущество;23.11.2022
178205,73;»мущество;19.11.2021
69874,74;»мущество;05.06.2022
61551,17;»мущество;28.11.2019
19228,12;»мущество;12.12.2022
142137,29;»мущество;29.05.2019
17343,01;»мущество;24.07.2017
294617,56;»мущество;01.10.2020
126264,67;»мущество;06.11.2022
382941,25;»мущество;25.01.2017
119754,75;»мущество;16.03.2018
87971,8;»мущество;04.03.2019
190521,78;»мущество;28.02.2021
10330,4;»мущество;29.11.2019
73217,67;»мущество;02.02.2018
21615,93;»мущество;15.10.2022
81311,08;»мущество;26.06.2021
115368,73;»мущество;13.05.2022
68869,35;»мущество;05.05.2021
502696;»мущество;11.07.2022
77413,93;»мущество;01.04.2020
165335,46;»мущество;21.10.2022
49427,58;»мущество;27.11.2021
5491,95;»мущество;27.10.2018
12693,07;»мущество;26.11.2018
125674;»мущество;26.01.2019
61831,61;»мущество;08.04.2022
89605,56;»мущество;19.07.2022
43860,23;»мущество;18.01.2020
43234,09;»мущество;29.01.2022
15206,55;»мущество;06.04.2018
9802,57;»мущество;18.09.2020
37576,53;»мущество;08.01.2021
60072,17;»мущество;04.09.2020
16337,62;»мущество;16.12.2022
212137,71;»мущество;05.05.2019
41913,89;»мущество;03.07.2018
27145,58;»мущество;03.10.2020
57810,04;»мущество;24.10.2020
125674;»мущество;31.01.2018
30790,13;»мущество;08.12.2021
83509,83;»мущество;08.08.2021
53406,1;»мущество;22.04.2021
8758,47;»мущество;19.03.2021
397129,84;»мущество;11.03.2017
76786,81;»мущество;15.06.2022
106779,38;»мущество;09.05.2019
75907,1;»мущество;30.03.2022
96894,65;»мущество;20.01.2021
2764,83;»мущество;28.09.2019
9425,55;»мущество;05.03.2022
19856,49;»мущество;01.10.2017
37325,18;»мущество;22.05.2017
403413,54;»мущество;03.09.2018
125674;»мущество;26.05.2022
58061,39;»мущество;13.11.2020
7226,26;»мущество;17.04.2021
79551,64;»мущество;29.05.2020
113609,3;»мущество;17.06.2019
2387,81;»мущество;11.07.2017
10053,92;»мущество;04.10.2020
46500,64;»мущество;22.03.2022
46750,73;»мущество;23.01.2020
42352,14;»мущество;24.12.2022
23878,06;»мущество;03.01.2018
27773,95;»мущество;24.08.2022
20359,19;»мущество;30.03.2017
66217,63;»мущество;25.10.2017
10807,96;»мущество;18.05.2018
368224,82;»мущество;21.07.2021
435584,83;»мущество;08.05.2021
225836,18;»мущество;07.09.2018
490882,64;»мущество;28.05.2021
502696;»мущество;18.05.2021
84629,5;»мущество;20.02.2021
117756,54;»мущество;08.01.2017
72262,55;»мущество;24.08.2019
502696;»мущество;01.12.2020
53034,43;»мущество;24.04.2017
33554,96;»мущество;23.08.2022
188882,3;»мущество;16.12.2019
21364,58;»мущество;03.02.2017
11717,22;»мущество;01.04.2018
7791,79;»мущество;11.05.2022
5152,63;»мущество;10.02.2019
19102,45;»мущество;26.06.2020
57558,69;»мущество;23.07.2018
11184,99;»мущество;21.07.2020
31520,77;»мущество;22.01.2020
21364,58;»мущество;09.08.2019
879,72;»мущество;27.04.2019
63968,07;»мущество;13.12.2022
31669,85;»мущество;28.03.2017
154704,69;»мущество;31.01.2021
95386,57;»мущество;04.06.2017
30601,62;»мущество;09.04.2017
57810,04;»мущество;26.10.2022
194794,7;»мущество;09.04.2022
32549,57;»мущество;26.01.2020
125674;»мущество;06.09.2018
